index,generation,individual,bit_00,bit_01,bit_02,bit_03,bit_04,bit_05,bit_06,bit_07,bit_08,bit_09,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,keff,ppf,fitness
188,3,56,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1.2700167502131272,1.1054197541947857,40.20016750213127
189,3,57,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1.2780443518868216,1.118979436981392,40.28044351886822
190,3,58,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1.2780443518868256,1.118979436981392,40.28044351886825
191,3,59,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1.2687370892661052,1.1075400377801148,48.18737089266105
192,3,60,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1.2779815183864784,1.1204825860646248,52.279815183864784
193,3,61,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1.2676022276044392,1.1198230351213503,44.17602227604439
194,3,62,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1.274275344526708,1.1383919495366062,44.242753445267084
195,3,63,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1.2732489046160091,1.115362530462887,44.23248904616009
196,3,64,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1.2717756175035866,1.1244111759813624,44.217756175035866
197,3,65,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1.2695246079625746,1.123073858585006,48.19524607962575
198,4,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881381924,1.139025080014656,36.28175488138192
199,4,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881381806,1.1390250800146553,36.28175488138181
200,4,2,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.278175488138198,1.1390250800146562,36.28175488138198
201,4,3,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1.27359582907761,1.1348529533099783,40.2359582907761
202,4,4,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1.2691073141813283,1.118349168373352,40.191073141813284
203,4,5,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1.274569540681384,1.1241863182348684,40.24569540681384
204,4,6,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1.2658832624552376,1.115042052620362,40.158832624552375
205,4,7,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1.2710693380997724,1.1210766784095871,40.210693380997725
206,4,8,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1.2700167502131263,1.1054197541947854,40.200167502131265
207,4,9,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1.2739299317379378,1.1010998038841366,44.23929931737938
208,4,10,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1.2724031573228294,1.1122853655679894,52.224031573228295
209,4,11,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1.2715646848489037,1.122338557501328,40.21564684848904
210,4,12,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1.270906024600846,1.1146859440000183,48.20906024600846
211,4,13,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.2709584692238927,1.1175947721882047,40.20958469223893
212,4,14,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1.2698732350807342,1.1211997104751716,48.19873235080734
213,4,15,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.2709584692239217,1.1175947721882047,40.20958469223922
214,4,16,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1.2644456486356368,1.1152690048397094,36.14445648635637
215,4,17,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1.280876812335301,1.1145445267396565,60.30876812335301
216,4,18,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1.2665332061794634,1.1174244892400012,40.165332061794636
217,4,19,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1.2730780677042237,1.1421779143623219,44.23078067704224
218,4,20,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1.2722934087334588,1.1128928607211757,40.222934087334586
219,4,21,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1.2700807206436362,1.112318023837621,40.20080720643636
220,4,22,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.2709584692238922,1.117594772188205,40.20958469223892
221,4,23,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1.2713137018302851,1.097258706175695,56.21313701830285
222,4,24,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2686017883615224,1.1323079548427657,36.18601788361522
223,4,25,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1.2709698266166427,1.1048519452991983,48.20969826616643
224,4,26,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1.271284107592019,1.1146766206775074,56.21284107592019
225,4,27,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1.2693087878349882,1.1084970984202647,48.193087878349886
226,4,28,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1.2732808675002925,1.1240822966215331,40.23280867500292
227,4,29,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1.2784609102686402,1.1391566205057895,40.2846091026864
228,4,30,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1.2740622440745335,1.131813003904452,44.240622440745334
229,4,31,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1.2735511597134672,1.1058557386759096,40.235511597134675
230,4,32,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1.2671887526694996,1.1251753932900799,52.171887526694995
231,4,33,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1.2739365354970598,1.1340256638711557,48.239365354970595
232,4,34,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1.2722431265241847,1.131612831546751,36.222431265241845
233,4,35,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1.2740483104331228,1.1084349593019884,52.240483104331226
234,4,36,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1.276862129511787,1.103440099604896,52.26862129511787
235,4,37,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1.2663659237325222,1.1069792267509053,48.16365923732522
236,4,38,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1.2706868741512485,1.1212426964282778,44.20686874151249
237,4,39,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1.2713627342832263,1.1161537263375099,44.21362734283226
238,4,40,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1.2732489046160087,1.1153625304628871,44.23248904616009
239,4,41,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1.2753369421082716,1.1133534486909344,48.253369421082716
240,4,42,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1.2712681954400378,1.12164508532395,48.21268195440038
241,4,43,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1.2735459050509663,1.1109025353445716,56.23545905050966
242,4,44,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1.270080720643632,1.1123180238376207,40.20080720643632
243,4,45,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881381888,1.1390250800146555,36.281754881381886
244,4,46,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1.268053692476754,1.118036409014442,44.18053692476754
245,4,47,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1.2726480213296814,1.1036500309014465,44.22648021329681
246,4,48,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.273035632240316,1.1327843107587912,48.23035632240316
247,4,49,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1.2709198329936537,1.151259079198479,44.20919832993654
248,4,50,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1.2734000632289082,1.1177013159482714,40.23400063228908
249,4,51,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1.2723594267029088,1.143198998448364,52.223594267029085
250,4,52,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1.2754037040198751,1.1015873255622677,48.25403704019875
251,4,53,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1.2694139753884057,1.1174157424498676,44.19413975388406
252,4,54,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881381917,1.1390250800146555,36.281754881381914
253,4,55,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1.269488700080926,1.118900600583088,52.19488700080926
254,4,56,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1.2739165149962457,1.1326981017693554,48.23916514996246
255,4,57,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.2709584692239249,1.1175947721882047,40.20958469223925
256,4,58,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1.2695246079625933,1.123073858585006,48.19524607962593
257,4,59,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1.2729853262352402,1.097702697637396,40.2298532623524
258,4,60,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1.2656979264602863,1.12004834752597,48.15697926460286
259,4,61,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1.2671148382315005,1.1208269222468707,40.171148382315
260,4,62,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.2709584692239444,1.117594772188205,40.209584692239446
261,4,63,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1.272403157322824,1.1122853655679894,52.22403157322824
262,4,64,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1.2740347435745676,1.114563468736288,52.240347435745676
263,4,65,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1.2702529440665074,1.1282291282708239,52.202529440665074
264,5,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1.264445648635636,1.115269004839709,36.14445648635636
265,5,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1.2644456486356364,1.115269004839709,36.14445648635636
266,5,2,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2686017883615217,1.1323079548427653,36.186017883615214
267,5,3,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.2709584692239266,1.1175947721882045,40.20958469223927
268,5,4,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1.2682819465728203,1.1231800344827336,48.1828194657282
269,5,5,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1.2734417647777083,1.1134105250300403,52.234417647777086
270,5,6,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1.2715729135973253,1.104041983464532,44.215729135973255
271,5,7,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1.2650016994297217,1.133347261882112,40.15001699429722
272,5,8,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1.2644456486356364,1.1152690048397094,36.14445648635636
273,5,9,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1.2764364329953244,1.118903219234583,44.264364329953246
274,5,10,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1.2699617102178293,1.1124473961633843,44.199617102178294
275,5,11,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2762564869822053,1.1259528243342607,44.26256486982205
276,5,12,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1.2689950904394072,1.1146894425933764,36.189950904394074
277,5,13,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1.2715646848489055,1.1223385575013276,40.21564684848906
278,5,14,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1.270079230572971,1.1237178582950418,40.200792305729706
279,5,15,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1.2708730457245532,1.124952394203357,56.20873045724553
280,5,16,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1.274569540681381,1.1241863182348681,40.24569540681381
281,5,17,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881381882,1.1390250800146557,36.28175488138188
282,5,18,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.278175488138197,1.1390250800146557,36.28175488138197
283,5,19,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1.271949526851303,1.1286671584509294,52.21949526851303
284,5,20,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1.2709748961923875,1.1152747316560065,56.20974896192387
285,5,21,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1.2742529660379505,1.1113254134990111,52.2425296603795
286,5,22,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1.2679350859224843,1.130090522669166,48.17935085922484
287,5,23,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1.2750024108792242,1.1329073593351715,36.25002410879224
288,5,24,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1.2737624249012272,1.1324143370293915,52.23762424901227
289,5,25,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1.2784609102686413,1.1391566205057895,40.28460910268641
290,5,26,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881381782,1.1390250800146557,36.28175488138178
291,5,27,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1.2701026541077942,1.118997799773557,52.201026541077944
292,5,28,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1.278684735639125,1.1115560899959454,44.28684735639125
293,5,29,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1.2710693380997722,1.1210766784095871,40.210693380997725
294,5,30,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.278175488138189,1.1390250800146557,36.28175488138189
295,5,31,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881381937,1.1390250800146557,36.281754881381936
296,5,32,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1.2658832624552423,1.1150420526203628,40.158832624552424
297,5,33,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1.2706976995803902,1.1213605449559905,48.2069769958039
298,5,34,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1.274406762584575,1.1096914266887354,56.24406762584575
299,5,35,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1.267602177897778,1.111021970234481,44.17602177897778
300,5,36,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1.271011943607911,1.1011966651508251,56.21011943607911
301,5,37,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1.268624276647047,1.1287530148993856,32.18624276647047
302,5,38,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881381877,1.1390250800146555,36.28175488138188
303,5,39,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1.2715646848488944,1.1223385575013278,40.215646848488944
304,5,40,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1.2723858056674207,1.1080869610039754,48.2238580566742
305,5,41,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1.2676316051338885,1.1132502165980778,48.17631605133889
306,5,42,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1.2712674518649496,1.1025606473582767,44.21267451864949
307,5,43,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.2700869153874246,1.135325124045577,44.200869153874244
308,5,44,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1.2691357391758809,1.1422261435924466,40.19135739175881
309,5,45,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1.2671148382315036,1.120826922246871,40.17114838231504
310,5,46,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1.2715873462901381,1.151349594878012,56.215873462901385
311,5,47,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1.2722934087334419,1.1128928607211745,40.222934087334416
312,5,48,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1.2658144462670102,1.1448944260792102,48.1581444626701
313,5,49,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1.2691073141813214,1.118349168373352,40.19107314181321
314,5,50,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881382055,1.1390250800146557,36.28175488138206
315,5,51,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1.2744897425571913,1.1021568805450874,48.244897425571914
316,5,52,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1.2784935785005478,1.1047906799301506,56.28493578500548
317,5,53,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1.2721557756605797,1.1063967866654953,56.2215577566058
318,5,54,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1.2744357222883884,1.1004887213209602,48.244357222883885
319,5,55,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1.2682206004164056,1.1330793302719282,44.18220600416406
320,5,56,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1.2738432159024375,1.1104968244831366,44.23843215902438
321,5,57,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1.277026834296659,1.1218751258152593,52.27026834296659
322,5,58,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1.270756060070934,1.1144873538583417,52.20756060070934
323,5,59,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1.2739885049957942,1.1082639057232615,48.23988504995794
324,5,60,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1.266951278134418,1.127378203871833,40.16951278134418
325,5,61,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2706026205285343,1.1327773021483796,40.20602620528534
326,5,62,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1.267516928710243,1.1286246109069362,44.17516928710243
327,5,63,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1.2658832624552403,1.1150420526203622,40.1588326245524
328,5,64,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1.2760486916573166,1.1212474971270612,48.260486916573164
329,5,65,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1.2698493252021694,1.1162391701071954,48.19849325202169
330,6,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1.2686242766470568,1.1287530148993856,32.18624276647057
331,6,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1.2686242766470637,1.1287530148993854,32.186242766470635
332,6,2,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1.2644456486356364,1.1152690048397094,36.14445648635636
333,6,3,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1.266966942710703,1.1156161191077452,48.16966942710703
334,6,4,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1.2742529660379533,1.1113254134990118,52.24252966037953
335,6,5,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1.2726571651279899,1.1390610336524223,44.2265716512799
336,6,6,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1.2644456486356364,1.1152690048397094,36.14445648635636
337,6,7,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1.2703826675279226,1.1203682207760501,40.203826675279224
338,6,8,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1.2739753760819759,1.1161711117672626,48.23975376081976
339,6,9,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2698264859315913,1.118810371804803,44.19826485931591
340,6,10,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1.2728524322958423,1.097529917725449,60.22852432295842
341,6,11,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1.2728539822069003,1.1019944241309785,52.228539822069
342,6,12,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1.279151595520399,1.0986347504968064,44.29151595520399
343,6,13,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.272575452428387,1.1208590363626,44.22575452428387
344,6,14,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1.2730346107234118,1.1084083645853757,52.23034610723412
345,6,15,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.278175488138188,1.1390250800146555,36.28175488138188
346,6,16,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1.271228737553803,1.107830341957918,40.21228737553803
347,6,17,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1.2727771906358403,1.1058753977046931,48.227771906358406
348,6,18,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1.2669512781344205,1.127378203871832,40.1695127813442
349,6,19,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1.2739299317379393,1.1010998038841362,44.23929931737939
350,6,20,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1.2748191471430004,1.1163035156673973,44.248191471430005
351,6,21,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1.272436923778403,1.1298249573360315,44.22436923778403
352,6,22,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2754203722236985,1.1149293365698085,44.25420372223699
353,6,23,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.272063467308255,1.1091460123224164,44.22063467308255
354,6,24,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.272750060159947,1.1190868939436995,40.22750060159947
355,6,25,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1.2761533277934534,1.1130308610929667,48.26153327793453
356,6,26,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1.2691333606214543,1.1367747253510396,48.19133360621454
357,6,27,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.278175488138197,1.1390250800146557,36.28175488138197
358,6,28,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1.2715646848488917,1.1223385575013276,40.215646848488916
359,6,29,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1.2750517238045274,1.1138286930740136,52.250517238045276
360,6,30,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1.2765151230554412,1.1196190385381681,40.26515123055441
361,6,31,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2781754881381862,1.1390250800146555,36.281754881381865
362,6,32,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.278175488138192,1.139025080014656,36.28175488138192
363,6,33,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1.2784060406125888,1.121490848921071,52.28406040612589
364,6,34,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1.2742014927274328,1.1239233132445094,48.242014927274326
365,6,35,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1.2700463585681745,1.117585129477097,40.200463585681746
366,6,36,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1.2715271245266697,1.118965282062018,44.2152712452667
367,6,37,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2721937521826217,1.1059211062617282,44.22193752182622
368,6,38,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1.272293408733459,1.1128928607211757,40.22293408733459
369,6,39,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1.2746401854386895,1.1096303154321705,48.246401854386896
370,6,40,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1.2644456486356364,1.1152690048397087,36.14445648635636
371,6,41,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1.27527568546688,1.1025299783327667,48.2527568546688
372,6,42,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.278246364776712,1.0992478506520658,52.282463647767116
373,6,43,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1.2760538249866527,1.115345222784691,48.26053824986653
374,6,44,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1.2730331386608367,1.0967345365660917,48.23033138660837
375,6,45,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1.270211463972499,1.1312115066214508,48.20211463972499
