index,generation,individual,bit_00,bit_01,bit_02,bit_03,bit_04,bit_05,bit_06,bit_07,bit_08,bit_09,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,keff,ppf,fitness
680,11,20,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1.2760619413175391,1.1343428701464509,48.26061941317539
681,11,21,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1.2726841254128312,1.126824696131593,56.22684125412831
682,11,22,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215422,1.1137183208755932,36.19443240215422
683,11,23,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1.2741463097290477,1.107812213693189,40.24146309729048
684,11,24,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1.2663989307720633,1.1212691654574984,48.163989307720634
685,11,25,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1.274785169782072,1.1150228195655145,48.24785169782072
686,11,26,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2706026205285224,1.1327773021483798,40.20602620528523
687,11,27,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1.273771951884536,1.1066061993361993,48.23771951884536
688,11,28,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.26944324021542,1.113718320875593,36.1944324021542
689,11,29,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1.2740039875878755,1.1034977546597078,44.24003987587876
690,11,30,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1.2698493252021636,1.1162391701071954,48.198493252021635
691,11,31,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.272575452428398,1.1208590363625999,44.22575452428398
692,11,32,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154703,1.113718320875593,36.1944324021547
693,11,33,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1.2742067642785648,1.118598247614739,48.24206764278565
694,11,34,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1.2733840762958923,1.1117653815005735,48.23384076295892
695,11,35,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1.275074989791116,1.1132198323113556,48.25074989791116
696,11,36,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1.2669305513263363,1.1156570709507152,44.16930551326336
697,11,37,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215488,1.1137183208755927,36.19443240215488
698,11,38,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1.2759483732545387,1.1135033407360988,52.259483732545384
699,11,39,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1.2754152265824383,1.1190924473010284,48.25415226582438
700,11,40,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1.2777485853655968,1.108863040671887,52.27748585365597
701,11,41,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1.2686242766470703,1.1287530148993854,32.186242766470706
702,11,42,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1.2712287375538083,1.1078303419579185,40.21228737553808
703,11,43,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1.273978330847092,1.093024253073617,56.23978330847092
704,11,44,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1.274774445151983,1.1155943172095062,52.24774445151983
705,11,45,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1.2717055775188226,1.104798913290104,64.21705577518823
706,11,46,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1.2760093119466802,1.123513722703367,60.2600931194668
707,11,47,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1.2696002831413389,1.1127783226879175,48.19600283141339
708,11,48,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1.2701448742569508,1.1107498871156265,52.20144874256951
709,11,49,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1.2738701129232055,1.1291567218639544,44.238701129232055
710,11,50,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1.2724251023583342,1.1062103098428493,52.22425102358334
711,11,51,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1.2669305513263371,1.1156570709507152,44.169305513263375
712,11,52,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1.2676466496429188,1.1379717075051137,44.176466496429185
713,11,53,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.27430214324718,1.1118622058030307,40.2430214324718
714,11,54,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.270602620528526,1.1327773021483796,40.20602620528526
715,11,55,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1.271222393416665,1.1094874250709739,40.21222393416665
716,11,56,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1.2734980254127999,1.1106276800563064,44.234980254128
717,11,57,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.2725754524283814,1.1208590363625999,44.225754524283815
718,11,58,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1.2669305513263371,1.115657070950715,44.169305513263375
719,11,59,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1.2669305513263367,1.115657070950715,44.16930551326337
720,11,60,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1.2813784692714867,1.1109711324430414,60.31378469271487
721,11,61,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1.2742023351045206,1.118123701763633,44.242023351045205
722,11,62,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1.2627427097944548,1.115025219489453,40.12742709794455
723,11,63,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1.2750731797159967,1.1112127617593215,60.250731797159965
724,11,64,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1.2681477819070748,1.109360275756662,60.18147781907075
725,11,65,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1.2705606412426773,1.1071892393990659,56.205606412426775
726,12,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1.2626597129151778,1.1651563599676567,32.126597129151776
727,12,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1.2626597129151866,1.1651563599676569,32.12659712915187
728,12,2,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1.2626597129151873,1.1651563599676569,32.126597129151875
729,12,3,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.270478118640854,1.133273994109492,48.20478118640854
730,12,4,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.2743021432471666,1.1118622058030307,40.243021432471664
731,12,5,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.2725754524284107,1.1208590363625999,44.225754524284106
732,12,6,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1.2705605217554024,1.1322095532588088,52.20560521755402
733,12,7,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1.2706351736048618,1.108424976448515,48.20635173604862
734,12,8,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1.2724251023583377,1.1062103098428493,52.22425102358338
735,12,9,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1.2677661223612846,1.1186884407757725,48.177661223612844
736,12,10,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1.27124327083637,1.1112437446057066,56.2124327083637
737,12,11,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1.2719551384856138,1.1397201857895252,48.21955138485614
738,12,12,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1.270170252423865,1.120581254609495,48.20170252423865
739,12,13,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.2725754524283763,1.1208590363625999,44.225754524283765
740,12,14,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1.2738931814567533,1.134011345478234,56.238931814567536
741,12,15,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1.2716577993303855,1.112318375540944,48.21657799330386
742,12,16,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2754203722237094,1.1149293365698085,44.254203722237094
743,12,17,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2706026205285388,1.13277730214838,40.20602620528539
744,12,18,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1.2698493252021692,1.1162391701071956,48.19849325202169
745,12,19,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1.274146309729064,1.1078122136931892,40.24146309729064
746,12,20,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2706026205285308,1.13277730214838,40.206026205285305
747,12,21,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.2743021432471513,1.11186220580303,40.243021432471515
748,12,22,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1.2741463097290726,1.1078122136931885,40.241463097290726
749,12,23,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1.2750878310462428,1.1097721896468824,48.250878310462426
750,12,24,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1.275415226582436,1.1190924473010282,48.25415226582436
751,12,25,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1.2670685183637747,1.1262466195954408,40.170685183637744
752,12,26,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1.2721692044562098,1.1136316641944355,52.2216920445621
753,12,27,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1.2735576171517249,1.1209188882424381,52.23557617151725
754,12,28,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1.2733859783561539,1.1286080260617901,56.23385978356154
755,12,29,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1.2736540883578118,1.1293362904815198,40.236540883578115
756,12,30,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1.2704793492719455,1.1105741353975047,44.20479349271945
757,12,31,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.2743021432471717,1.1118622058030305,40.243021432471714
758,12,32,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1.2741463097290666,1.107812213693189,40.24146309729067
759,12,33,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1.2722149750373446,1.113461450263582,48.22214975037345
760,12,34,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1.271261757901568,1.1275373493894023,40.21261757901568
761,12,35,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1.2707611165068813,1.1051087978265939,52.20761116506881
762,12,36,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1.2790651043803487,1.1085727350287002,40.290651043803486
763,12,37,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154363,1.1137183208755932,36.19443240215436
764,12,38,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1.2697003697900127,1.1119314221820582,44.19700369790013
765,12,39,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1.2736540883578416,1.1293362904815198,40.236540883578414
766,12,40,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.270602620528518,1.1327773021483796,40.20602620528518
767,12,41,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1.2711820919627652,1.119753105973913,44.211820919627655
768,12,42,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1.2713726444193618,1.1046066746140735,44.21372644419362
769,12,43,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1.272383717143491,1.1101969967510326,48.22383717143491
770,12,44,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1.2739909394206446,1.11442971282639,48.23990939420644
771,12,45,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154583,1.1137183208755927,36.19443240215458
772,12,46,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154197,1.113718320875593,36.1944324021542
773,12,47,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.26944324021545,1.113718320875593,36.194432402154504
774,12,48,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1.271243270836385,1.1112437446057066,56.21243270836385
775,12,49,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1.2697515950644132,1.1156671064063632,44.19751595064413
776,12,50,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1.266930551326337,1.1156570709507152,44.16930551326337
777,12,51,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1.2741463097290753,1.1078122136931885,40.241463097290755
778,12,52,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154106,1.1137183208755927,36.194432402154106
779,12,53,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1.2748508181594174,1.0993249326630912,52.248508181594175
780,12,54,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1.2742641998907553,1.123976114630551,44.24264199890755
781,12,55,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1.2686242766470819,1.1287530148993856,32.18624276647082
782,12,56,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215414,1.1137183208755932,36.19443240215414
783,12,57,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1.2721654259630106,1.1101080793581133,36.22165425963011
784,12,58,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1.2747895508003209,1.1134035697226778,56.24789550800321
785,12,59,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1.2760619413175343,1.1343428701464509,48.26061941317534
786,12,60,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154145,1.1137183208755934,36.19443240215415
787,12,61,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1.2785516299913946,1.1044005795461231,56.285516299913944
788,12,62,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1.2676466496429182,1.1379717075051132,44.176466496429185
789,12,63,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1.2738144841590358,1.109287902949784,48.238144841590355
790,12,64,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1.2736239184393956,1.1256907187205065,44.23623918439396
791,12,65,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1.2688804869254795,1.1217448958309915,40.188804869254795
792,13,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1.2626597129151849,1.1651563599676573,32.12659712915185
793,13,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1.2626597129151937,1.1651563599676567,32.12659712915194
794,13,2,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1.2626597129151798,1.1651563599676567,32.1265971291518
795,13,3,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1.2670685183637793,1.1262466195954408,40.170685183637794
796,13,4,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1.274711934685457,1.0963277339238835,64.24711934685457
797,13,5,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154425,1.113718320875593,36.194432402154426
798,13,6,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.2792177672418572,1.1091413780553878,60.292177672418575
799,13,7,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1.2721654259630177,1.1101080793581135,36.22165425963018
800,13,8,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215411,1.113718320875593,36.194432402154106
801,13,9,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2706026205285825,1.13277730214838,40.20602620528582
802,13,10,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.270602620528518,1.1327773021483798,40.20602620528518
803,13,11,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1.268573132909805,1.1251352280161229,60.18573132909805
804,13,12,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1.273654088357836,1.12933629048152,40.23654088357836
805,13,13,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215425,1.1137183208755936,36.19443240215425
806,13,14,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154239,1.1137183208755927,36.19443240215424
807,13,15,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1.2670685183637589,1.1262466195954401,40.17068518363759
808,13,16,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215437,1.1137183208755932,36.19443240215437
809,13,17,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.2725754524283757,1.1208590363626,44.22575452428376
810,13,18,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154137,1.1137183208755932,36.194432402154135
811,13,19,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.269443240215399,1.1137183208755932,36.19443240215399
812,13,20,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.2743021432471837,1.1118622058030305,40.243021432471835
813,13,21,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1.2706026205285457,1.13277730214838,40.206026205285454
814,13,22,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1.273735490136738,1.1035104003001268,48.23735490136738
815,13,23,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1.2700394719197228,1.101928327548741,48.20039471919723
816,13,24,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1.2719093635915037,1.1130291268739883,48.21909363591504
817,13,25,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154194,1.1137183208755927,36.19443240215419
818,13,26,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.26944324021542,1.113718320875593,36.1944324021542
819,13,27,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1.274888768388782,1.1061524404306593,52.24888768388782
820,13,28,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1.2737354901367817,1.1035104003001268,48.237354901367816
821,13,29,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1.2733130822915004,1.123407823869779,52.233130822915
822,13,30,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.2704781186408438,1.1332739941094916,48.20478118640844
823,13,31,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1.268128155915791,1.1075763444351854,56.18128155915791
824,13,32,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1.2737354901367195,1.1035104003001266,48.2373549013672
825,13,33,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1.276418285261482,1.1166215650706353,48.26418285261482
826,13,34,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.272575452428381,1.1208590363626,44.22575452428381
827,13,35,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1.2742529967389717,1.1056297361608194,44.242529967389714
828,13,36,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1.2791949104159075,1.1210005274159225,72.29194910415907
829,13,37,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1.274435937982783,1.1107729292535378,52.24435937982783
830,13,38,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1.2745504679517112,1.1069804363385976,52.24550467951711
831,13,39,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1.2740006869440836,1.1230869801736885,52.24000686944083
832,13,40,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154627,1.113718320875593,36.194432402154625
833,13,41,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1.2686242766470759,1.1287530148993854,32.186242766470755
834,13,42,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1.2741463097290828,1.1078122136931885,40.241463097290826
835,13,43,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.274302143247183,1.1118622058030307,40.24302143247183
836,13,44,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.2725754524283863,1.1208590363625999,44.225754524283865
837,13,45,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1.27259068148284,1.1093569525617815,48.2259068148284
838,13,46,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1.2735958480562297,1.1047881452046562,48.235958480562296
839,13,47,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154447,1.113718320875593,36.19443240215445
840,13,48,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154792,1.1137183208755932,36.19443240215479
841,13,49,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1.2701341905720107,1.1178785119523433,48.201341905720106
842,13,50,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1.27022361190837,1.1247043235907268,40.2022361190837
843,13,51,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1.2669305513263367,1.1156570709507152,44.16930551326337
844,13,52,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1.268968171152106,1.117526525203974,44.18968171152106
845,13,53,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1.271303597276683,1.112446851493704,40.21303597276683
846,13,54,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1.2706137672793671,1.1232241216692114,44.20613767279367
847,13,55,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1.274146309729074,1.1078122136931892,40.24146309729074
848,13,56,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.2725754524284074,1.1208590363626003,44.22575452428407
849,13,57,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1.2673984321811917,1.1204269615472506,44.173984321811915
850,13,58,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1.271222253728411,1.1114636354520726,48.21222253728411
851,13,59,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1.2725754524283863,1.1208590363625999,44.225754524283865
852,13,60,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1.268880486925486,1.1217448958309917,40.18880486925486
853,13,61,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1.2741463097290582,1.1078122136931885,40.241463097290584
854,13,62,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1.2733859783561665,1.1286080260617901,56.23385978356166
855,13,63,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1.2742571664669855,1.102180449377563,56.24257166466985
856,13,64,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1.27361178092073,1.1161340366301105,56.2361178092073
857,13,65,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1.2730953809261512,1.104798044016031,52.230953809261514
858,14,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1.2626597129151753,1.1651563599676569,32.126597129151754
859,14,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1.2626597129151855,1.1651563599676569,32.126597129151854
860,14,2,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1.262659712915186,1.1651563599676569,32.12659712915186
861,14,3,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154632,1.1137183208755927,36.19443240215463
862,14,4,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1.2677563216131134,1.1142373423525191,60.177563216131134
863,14,5,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154472,1.1137183208755927,36.19443240215447
864,14,6,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1.2694432402154419,1.113718320875593,36.19443240215442
865,14,7,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.2743021432471477,1.1118622058030312,40.24302143247148
866,14,8,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1.2764811273192656,1.1113761133140028,44.264811273192656
867,14,9,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1.2670685183637653,1.1262466195954408,40.17068518363765
